employee_ID,Role,Experience Years,ai_tool_usage_hours_per_week,tasks_automated_percent,manual_work_hours_per_week,learning_time_hours_per_week,deadline_pressure_level,meeting_hours_per_week,collaboration_hours_per_week,error_rate_percent,task_complexity_score,focus_hours_per_day,work_life_balance_score,burnout_risk_score
6ec23d9b-1ad1-46d4-a165-8c8213f0f442,Manager,20,0,0,38.7,0.1,High,18.3,15.7,3.32,10,1.3,1,10
5e46193c-8954-4e94-ab4a-95b7a4c7f367,Analyst,17,7.3,17.5,29,2.8,Low,2,5.1,0.95,8,4.8,6.4,6.1
a33ec8c9-3c73-49bd-a2cb-63e8c9fb0d88,MARKETER,19,2.2,33.4,30.7,5.4,high,4.1,17.3,1.19,4,7.8,3.2,8.44
c039c607-129d-4997-9685-98d3ea600f20,Manager,14,13.7,3.4,38.4,4.3,MEDIUM,19.3,12.3,4.55,9,7.8,3.3,6.62
5f07e312-13c1-491b-bb63-a8f643d26396,Developer,12,16.8,48,22.9,1.4,Medium,2.8,6.4,1.68,10,4.2,3.9,9.6
70eca258-f783-4684-9f1d-56152f5da419,Marketer,8,15.8,40.5,16.5,0.5,Medium,7.4,6.4,2.35,9,2.1,4.6,9.08
4b88b816-47e7-42c1-a912-d09402b01e30,Manager,10,4.6,70.4,27.4,9.1,Low,16.7,1.8,0.75,8,3.5,6.4,2.19
adf2de69-9e16-4154-b8ea-47cfea15e193,Manager,14,5.6,10,27.4,0.3,Medium,29.7,18.2,4.03,9,1.3,1,10
518c12d0-2d6b-4e5c-a72b-aef456faffd9,Designer,12,6.5,20.4,22.5,3,High,3.7,8.7,1.23,1,6.2,4.8,10
36cae21a-ca82-4881-85b9-fd3864d3102f,Analyst,17,18.9,53.2,10,0.4,High,9.3,12.1,4.4,7,1,3.4,10
7433ac15-b2f1-468b-b08c-e65854b171a8,Developer,19,17,36.7,28.9,3.4,Medium,6.7,5.4,1.21,9,5.8,1.3,10
392177af-bc55-44ed-aeb7-0a1a5219b196,Developer,8,11,30.1,28.4,0.7,Low,5.2,5.6,3.69,2,4.6,4.8,7.28
61f7944b-4a00-4cd3-a894-ceb777b3b8db,Developer,16,14.6,33.1,11,1.9,High,9.6,8.9,1.98,7,5.2,4.2,10
246c2d9a-27b6-4105-a887-00a89691aab8,Analyst,20,9.2,24.2,23.9,1,Medium,1,2.8,1.21,9,6.6,6,8.05
e6e3c84d-c237-4e41-b8ed-9a4cc78e06ce,Designer,17,3.3,13,34.5,2.3,Low,8.6,11.1,0.1,3,3,4.4,7.58
389d9423-0586-4d95-84ee-3acd9ca94cd1,Writer,20,12.8,31.7,21.1,1.7,Medium,3.8,7,0.1,10,4.9,5.1,8.71
cb09aefe-58d8-4c4d-afff-018620b1e7dc,Developer,6,12,32.2,21,3.4,High,3.2,7.9,2.95,4,5.4,3.9,10
2e641ee9-4405-4608-ab0c-1dcdf43b8a47,Marketer,2,0,1.7,32,3,Low,1,7.8,1.02,10,3.1,7.8,5.08
eac66dd2-d57c-4e67-889b-36ad8cba272a,Marketer,8,8.6,23.7,23.3,2.9,Medium,7.1,7.1,1.54,4,5.3,4.8,8.94
d31dac97-e59b-404a-a8f2-b042aae54fdc,Manager,1,0.2,0,25.3,0.6,Low,18.4,12.4,1.98,9,2.2,5,7.13
eac47cae-3946-48f3-b07b-0d71c8ba926b,Writer,8,7.3,19.3,28,0.9,Low,3.4,5.2,3.5,7,6.1,6.3,6.17
012f3ffb-55b0-4c7d-8a3d-b34c5312075c,Developer,1,14.2,33.1,23,3,High,7.5,7.1,3.88,3,4.5,1.8,10
6c7a300f-6537-4402-ba34-8c4de5dd7d46,MARKETER,16,9.4,36.3,26.6,5.7,High,12.2,17.8,4.47,7,3.9,7.7,3.61
57a2910a-434f-44f8-92e4-917dd39e1975,Developer,19,14.7,37.6,20.1,2.2,Medium,5.5,9.7,0.4,5,4.4,4.4,9.22
9e0fe307-7a98-4a0b-bc53-641ab9569661,Analyst,4,8.9,27.2,23.6,0.4,High,4.3,6,1.93,3,4.4,3.8,10
bca78020-c1a7-424b-ac6b-f8fd3239f766,Developer,2,14.6,3.6,17.2,9.5,Medium,4.5,7.6,0.13,10,5.5,8.5,6.06
1209af0b-5612-4bb0-8331-103fa4f013a6,Developer,17,8.2,18.7,28.4,0.2,Medium,8.4,8.5,1.88,5,4.4,3.3,10
26ea6bf1-aefb-4a2a-ab41-fa8beddfc58c,Developer,15,15,33.3,17.7,2.2,High,2.6,7.1,0.65,1,6.7,4.2,10
4f280f17-09bb-404c-a1b7-0ed249a75a05,Designer,11,4.8,8.3,25.4,2.4,Low,1,4.1,3.3,2,6.7,8.2,4.77
024d618d-e06d-4e3b-81dc-df9dc8469b57,Analyst,4,13.1,37.1,22.8,1.4,Medium,7,8,2.1,4,4,3.8,9.67
eb46ff66-a86d-4e06-8cb2-11ef13a4b12a,Designer,5,4.8,16.5,26.8,0.9,High,1,7.4,1.57,3,5.5,4.8,10
f12e110c-af5b-452d-a593-c30904b41efb,Designer,3,0.6,4.6,22.9,0.7,Medium,3.5,3.1,2.24,6,6.3,7.8,6.72
2ee59079-8899-4eb2-8878-fa9c2d03e5b9,Analyst,14,15.1,37.8,14.2,3.6,Low,1,6.7,2.86,2,5.2,8.4,4.62
695881d6-0015-4f49-a509-7f3364759c4f,Writer,7,21.5,59.3,11.8,2.1,High,2.3,8.3,4.78,8,5.6,4.1,10
90063204-2b72-4465-92fc-a8b2e6c7bdf3,Developer,11,23.4,53.4,14,5.1,Medium,8.5,11.5,2.35,9,3.5,3,10
d34c0912-a199-4944-9212-e8d8f8f1e586,Writer,14,17.5,36.4,23,0.5,High,4.9,6.4,3.03,2,7.6,1.7,10
bfcf6515-c81d-41ad-8fc8-fb8183d7fa6e,Developer,9,12.9,37.4,24.7,2.3,High,4.3,6.4,3.2,5,3.7,2.5,10
f268f072-f3da-4305-91cd-60168fb6edd7,Designer,9,4.4,19,22.9,1.6,High,3.5,5.2,0.98,5,4.7,5.3,10
354149e5-7144-4234-a628-cbfc395462e4,Marketer,13,10.3,23,19.3,2,Low,9.9,9.5,0.1,2,4.6,6.1,6.32
dd27cd53-e74a-40fb-a955-70b4af86f9f9,Writer,14,4.1,38.9,26.6,8.3,Medium,8.7,16.2,2.83,9,7.2,9.5,5.97
68e55387-6a32-46e0-8455-94b02ab09a56,Writer,19,18.5,52.4,10,0.5,Low,1,4.3,4.22,6,5.6,8.6,4.47
71f46ded-f1c7-422e-ac93-61ceaeaeb11b,Marketer,3,6.3,21.6,19.2,2.2,High,1.4,7.5,1.02,4,6,6.3,9.46
d7ded607-31ed-4bcd-9f26-e74067804497,Writer,9,12.7,30.3,24.9,8.7,Low,14.1,9.4,2.82,10,1.8,2.2,3.04
954e93fd-6702-46aa-b00d-248db41a874c,Developer,11,18.7,45.2,15.2,1.5,High,3.7,6.3,2.27,7,4.5,3.6,10
750e2b64-8f23-468c-af23-583a92c5e22c,WRITER,2,7.3,69.9,13.7,4,Medium,12.9,9.1,3.37,10,7.3,3,3.3
c548b49d-384a-4e01-a781-796eec9d0c4e,Manager,2,5.9,13.1,37.8,2.2,Low,14.4,11.1,4.08,8,3.2,1.5,9.74
612711e4-c68f-4530-a429-9c334e55f15e,Marketer,11,9.1,19.1,22.3,2.3,Low,1,3,1.47,9,4.5,7.9,4.99
b8682245-273f-4629-a4db-52401a92d039,Manager,16,7,15.8,20.8,1,Medium,22.9,18.6,2.15,6,1.2,1.8,10
e207b183-7a9e-4c15-b606-46d5408e6d24,Analyst,3,4.6,6.2,26.2,3.2,High,2.3,2,0.1,1,6.3,4.7,10
ac9a74e6-139d-4f9d-8096-b525aaf5a916,Writer,14,10.6,26.6,23.2,1.5,Low,1.6,5.5,2.69,3,5.2,7.2,5.52
8a43639e-1a7f-4020-af01-db29228c5460,Analyst,6,8.4,17,31.4,0.7,High,1,5.1,4.27,2,5.8,2.8,10
943dc33c-bad8-45df-ab58-625b85631593,Designer,10,5.7,13.4,25.4,1.4,High,6.5,6,3.19,9,4.7,3.6,10
48adfd54-f0b2-4f08-a194-319c01f6643f,Analyst,18,5.3,12.1,18.6,3.7,Low,3.9,5.9,3.02,3,4.2,9,4.17
d4b816e2-e7e4-4ef0-8457-09f564dded99,Designer,8,8.1,18,21.8,2,Medium,3.5,6.4,2.29,9,6.2,6.2,7.9
c4f8e7ea-2c08-4a95-914a-6904e1820212,Manager,11,9.2,20.8,20.4,1.5,Low,14.5,14.3,1.42,3,1.6,5,7.15
3b1c724c-18ed-47a9-912f-a27217768d16,Writer,1,19.6,47,22.8,2.3,High,4,8.6,2.92,2,6.1,1.4,10
dd0983cb-751f-4cbf-8910-68d7d5d213cf,Analyst,19,10.3,24.2,20.7,2.5,Medium,6.2,7.1,3.02,9,4.9,5.2,8.63
2e81b8a4-b71d-419a-bb55-9ca0f16a4151,Analyst,3,12.6,32.4,20.8,1,High,1,7.9,5.01,4,6.4,4.4,10
c1895935-d79a-4fa3-abda-b217eb8900bb,Marketer,19,17.1,38.4,11.8,0.8,Medium,7.3,6.2,1.52,1,4,5.4,8.47
22bff7b8-ba83-4405-a6a7-cc62e00c23e2,Analyst,20,24,20.8,32.2,6.1,Medium,13.2,4.5,1.76,1,6.8,8.8,1.56
e4dabe28-72a9-4186-9c7b-72f1c1a50610,Developer,19,18.8,45.4,20.8,3,Medium,5.8,8.8,1.4,4,5.3,3.2,10
b36e7537-be95-4d02-aa30-0bbe779bd7d7,Designer,12,4.9,5.7,30.7,1.4,High,6.6,8.2,0.1,5,4.9,2.4,10
7c0b965f-e513-4777-a50c-7342c206e4d5,Marketer,17,7.7,17.9,26.8,1.3,High,1,3.9,0.1,9,6.5,4.1,10
e8275ef7-18bd-4459-b0ec-6a6806c47a25,Marketer,10,7.5,21.4,24.8,1.2,High,3.9,4.7,0.48,1,4.8,4,10
2ea7f1ec-3100-4bfb-827a-34f0be7ebd05,Designer,8,9.9,18.8,23.7,1.8,Medium,4.7,6.6,3.56,6,6.3,4.9,8.85
6b04a282-21fc-4c7c-bfda-226229c7ebdc,Analyst,18,13.1,31,18.4,1.7,Low,6.1,6,1.79,2,3,8.9,9.53
fdf9984e-1480-4c59-9eb5-d53569a9edf2,Manager,15,7.5,18.3,21,1,Medium,14.7,8.4,0.76,10,1.2,3.7,9.74
57b32c61-3a35-4de5-aeae-f5a01ed84d83,Developer,17,18.4,44.3,18.2,2.2,High,3.8,7,1.82,4,4.5,2.9,10
cdfd353c-010d-4bd8-a4b0-09548fa2232a,Designer,15,8.3,22.7,21.6,0.6,Medium,9.2,8.7,1.47,8,3.2,4.7,9
d534d6e6-d7f0-41b8-8ad5-a46072648294,Marketer,20,15.9,37.7,21.9,7.7,Low,5,8.2,1.13,10,5.1,5.3,6.92
f030cd1c-b881-4822-a362-d9dc7da64ad0,Analyst,15,13.4,35.7,11.9,0.9,High,6.8,10.7,3.48,5,6.2,5,10
c89f7af0-33c8-4f3e-a25c-7c146df6859e,Developer,11,9.6,22.7,29,1.5,Medium,2.5,3.6,1.05,10,6.4,4.2,9.37
7982ceb7-c88a-420d-8883-0aea2441f026,Manager,13,8.7,16.3,17.8,0.6,High,16.2,15.5,4.13,2,1.6,2.3,10
fb2e1d7d-1d34-4834-9752-991387e20d77,Developer,6,20,40.1,23.2,3.8,High,7,10,0.1,9,5.3,1,10
eca700ea-f13a-4150-b42d-caf3d6180938,Designer,4,7,10.2,24,1.9,Medium,6.1,9.9,3.49,2,6.1,5.2,8.63
10858de6-4d22-4459-b4fe-88fd55865b00,Analyst,18,5.8,16.1,14.4,0.3,Medium,2.5,3,0.65,2,5.5,8.8,5.96
2d2dc13a-03a8-48e5-9681-b3b34ad56ad6,Developer,16,20.9,56,13.6,1.6,High,8.7,10.5,2.06,6,4,2.2,10
9c2dca2e-d891-4f9b-8682-d31189f6c4d9,Writer,14,21.9,50,26.3,1.1,Low,5.4,8,4.84,3,3.9,2.6,8.92
97f50b05-ad89-4c11-ad34-1d9dc13484c0,Marketer,6,8.5,26.1,34,3,Low,3.6,6.2,4.08,4,5.8,4.5,7.52
2f0f5e05-c2fc-4ba2-b500-d8a083111fc1,Analyst,1,11.3,26.3,24,0.6,High,5.1,8.4,2.07,7,4.9,2.9,10
a6018fa2-5ee9-4def-a640-b4b0ec9e12ba,Analyst,8,8.1,25.6,18.8,2.7,Medium,8.4,10.1,0.28,1,4.7,5.7,8.27
6d79e2ed-0b37-45a7-b9a3-fb5185e033ce,Designer,15,8,23.7,26.9,0.5,Low,7,9.7,0.12,4,4.6,5.5,6.76
b3c0df95-2c60-4c78-842d-adf94d747e6b,Analyst,9,11.3,25.3,25,1.3,Medium,6.8,7.3,4.4,5,3.8,3.7,9.74
73585e94-5152-45be-83ce-35404efd6b00,Developer,8,18.5,48.9,18.1,2.1,High,7.8,9.3,2.76,1,4.3,1.9,10
9ea90696-5e2e-4762-b696-bebcef7dacd3,Analyst,13,4.6,11.7,25.1,2.6,High,2.5,4.7,2.04,1,6.3,4.9,10
74dc2e83-b5ce-4fb7-9709-670e13d7dc08,Developer,14,9.7,47.6,16.7,9.4,high,6.5,16.7,3.7,8,5.5,9.5,8.9
d32cd455-7a4e-4de8-966f-12477c34922d,Designer,17,4.5,11.8,34.8,1.1,High,3.8,4.6,0.76,1,3.2,2.2,10
4314db17-d639-4a16-8f3c-f70b5b11d328,Writer,7,15.3,41.5,20.5,1.8,Medium,10.6,8.2,3.41,8,3.6,2.9,10
18179bad-00ce-402f-9532-ae9abeaeccb2,Analyst,14,15.3,41.7,10,2,High,5.1,5.6,0.36,3,5.1,5.4,10
f4a71c31-867e-4490-a280-c088965cc560,Designer,5,11.2,61,21.1,4.2,Low,19.5,11.1,3.41,9,3,1,2.73
5b44ef38-092b-46a9-aae1-566562348d3a,Developer,6,21.6,54.1,15.5,0.1,Medium,4.1,7.5,1.67,6,5.8,4.2,9.37
be6733de-2917-4afe-9ade-a43b28c3e6ef,Manager,6,3.6,8.9,19.9,2.6,Low,14.5,10.1,1.3,9,4.2,6.5,6.03
3c95c134-df04-4812-a5dd-d74a1f255ab9,Designer,17,5.1,4.6,32.2,0.6,Low,7.5,7.8,0.26,2,3.7,4.8,7.29
f59f58a3-48c3-4a52-86ca-687bf434cb7a,Designer,7,5.9,13.6,27.3,1.2,Low,6.7,5.3,2.71,4,3.2,6,6.39
158ef18f-33d2-43d8-bfef-f0ff9ee1a6e0,Analyst,17,9.5,26.7,29.7,1.1,Low,5.7,10.6,1.69,5,4.8,4.8,7.29
96050bcd-34e2-4ecb-8945-4b7951636830,Analyst,11,9.4,25.2,19.3,3.4,Medium,6.4,7.1,3.48,5,4.5,5.7,8.26
f2ccae3b-b824-4d11-a606-263a020826d8,Designer,15,6.8,8.9,30.5,1.4,High,4.7,7.3,3.28,8,5.3,2.5,10
13a0097f-e74e-4970-ac21-034325439fa3,Analyst,8,13.4,30.2,31.1,2.8,Low,5,9.2,0.1,8,6.2,3.6,8.17
6ea632fb-d90b-4de6-8cc8-27873abab0c6,Developer,14,18.1,42.2,20.4,1.4,Low,5.5,6.1,1.15,8,4.8,5,7.14
a84e69c2-1fb8-4fa4-9cb1-b4deacb913e8,Manager,6,3.6,20.5,16,4.5,High,19.5,15.8,1.86,7,1.2,3.2,10
add8bcaa-2fbe-4349-870b-29600a63b566,Designer,9,10.2,26.6,24.4,1.5,Low,1.5,7.7,1.21,8,5.8,7,5.67
6b9f9d38-8bcd-47c1-9cb7-8f8e74bd303f,Writer,13,21,55.2,21.9,0.3,High,4.6,5.5,2.43,8,4,1.1,10
a34c5999-6d3e-4c19-8190-a68bcc8e75f1,marketer,11,,25.1,38.5,8.2,,9.1,12.1,3.23,1,6.6,2.5,8.49
f203d9e0-690e-4e15-850e-1b830e837b6d,Manager,15,9.8,35.6,38.4,7,Low,1.8,1.5,3.78,7,2.7,7.3,7.88
acfbba56-f871-4a2f-90cf-698c45d79d24,Analyst,4,19.2,49.5,16.2,1.3,High,3,5,2.08,7,4.3,3.4,10
171f2063-1d97-4be9-b609-6e5683a44e59,Developer,11,11.5,24.4,25,1.2,Medium,1,3.8,2.03,8,7.3,5.1,8.7
d25bfa74-13f6-4dac-aadf-b05ae4fe3827,Developer,7,22.1,58.1,13.8,3.2,Medium,5.2,6.2,3.39,10,5.3,4.2,9.37
7792a962-4945-4d46-b243-0e303db37b0c,Writer,19,5.7,22.2,20.7,1.5,High,1,6.7,3.36,5,6.6,6.2,9.54
64fa16d3-e1a3-4bc4-84ab-ea15bafa6a8a,Writer,12,17.8,43.9,10,0.7,Medium,3.8,6.1,0.48,6,4.7,6.6,7.6
11098fac-90f9-4fd7-a3f6-ce8e82f19744,Designer,11,4.1,16,18.4,1,High,7.5,10.6,0.89,2,5.4,5.5,10
f075a3a2-44be-4369-bf0e-8ce762e6a139,Marketer,6,11.2,31.9,17.4,1.3,Medium,5,8.1,0.46,9,6.1,6.1,7.97
849d16a4-1f9c-4e86-9210-0cbacf1ee91b,Analyst,11,11.7,28.1,28.9,1.5,Low,3.9,8.8,4.5,1,5.8,4.9,7.22
51d163f3-ebf7-4c9b-a90d-ef76201bb467,Manager,3,1.6,0,24.9,1.2,High,9.7,12.1,0.8,5,3.6,3.9,10
5f31687a-05a3-4510-a446-063fd8f614c0,Analyst,8,6.8,69.9,31.8,2.4,High,9.1,1.1,3.16,5,6.7,5,7.05
99d2e504-27b7-4e6e-80af-9cd9a35a7497,Marketer,5,10.3,28.1,25.3,1.9,Medium,4.8,5.8,3,3,4.5,4.4,9.22
cd6e2746-c915-425d-a4e0-d557f4b90cb8,Writer,10,11.1,29.1,17.2,2.6,Low,9.7,8.9,1.74,8,3.5,6.5,6.03
53f9b5f8-b4c9-466b-950b-f734f6a23afb,Analyst,12,10.5,19.1,20.3,0.8,Medium,5.6,6.9,1.98,5,3.4,5.4,8.48
10de3742-c1c3-4e16-b0da-7ac08cdce73c,Designer,20,6.2,5.3,31.5,1.7,Low,1,7.2,2.94,2,6.4,6.3,6.17
1d4563ca-0b2a-4bb9-bd56-c7315aa54e25,Marketer,9,8.2,31.4,12.5,6.4,Low,11.4,10.5,4.29,9,4.6,2.9,9.81
9f756564-29fb-43fc-aa78-e19a804c3135,Developer,3,12.8,36,20.6,5.3,High,7.2,10,3.18,5,4.8,2.8,10
601e461f-7a26-4328-9542-ba63f3901282,Manager,10,5.7,17.5,31.9,7,LOW,1.2,15.3,4.03,2,2.5,6.7,2.37
9c926ec5-a609-4308-a994-8f344010b8f1,Marketer,14,14.9,1.7,22.3,3.4,Medium,15.7,6.1,3.97,2,2.7,5,6.15
da8b1bcc-918c-466e-a591-caa81478c501,Developer,11,20.4,50.9,18.4,1.7,High,6.8,6.8,1.43,2,5.9,1.6,10
40c50781-d54a-4116-a3b4-de17c88b4cba,Designer,19,0,2,27.8,0.8,High,3,4.7,2.22,9,5.1,5.3,10
4db3ef8c-90bc-4c61-a1b2-61d5eed7db79,Marketer,5,12.9,32,24.6,2,Low,6.5,11.6,3.71,6,5.7,5,7.14
7714aedd-9d6d-4b72-9227-6388d75c014d,Manager,13,2.9,9.5,31.3,2.6,Low,18.8,17.2,2.96,4,1.2,2.8,8.78
1a9142d0-43a2-4b35-a104-f80f7f57430a,Designer,19,7.3,23.8,22.4,1.8,High,3.3,8.5,2.83,1,7.5,4.8,10
21bb2431-3f43-47bd-9ce6-f314f9cddb67,Analyst,9,14.7,38.6,16.9,2.4,High,8.7,9.4,1.24,1,4.5,2.9,10
178f1595-f4ca-4873-930c-5d6c3ecd2040,Developer,13,10.9,27.6,22.8,1.5,Low,1,6.4,0.1,7,7.1,7.3,5.43
682bae9a-d4b2-49c1-b578-ff76d8b4798f,Developer,5,17.3,41.3,29.5,2.8,High,7.8,6.1,3.2,7,6.3,1,10
e3a41cd0-8cd1-425a-bfa4-e52f23cba51b,Designer,13,17.9,66.6,32.2,1.9,High,13.1,1.1,0.85,2,7,7.6,8.52
a792563a-7268-4dc0-be45-db571ba84a19,Manager,19,3.3,13.4,24.6,0.4,Low,10.9,10,0.58,10,6,6.3,6.18
c71ff30c-3bfb-482f-9dfe-f932521660ae,Analyst,8,10.7,32.1,27.1,0.3,High,5.4,7.3,3.85,8,6.6,2.2,10
d7879cf6-ffc2-4743-b53d-e6d7796443dc,Manager,17,3.4,4.8,40.1,5.5,High,14.2,13.8,0.1,2,3.2,1,10
b5f24a8a-6da7-498b-a018-e16b6ba434aa,Manager,10,1.3,3.7,20.7,1.9,Low,15,11,3.49,10,4.2,6.8,5.82
52b41d59-719f-4e55-a354-f2f0c17ad3e8,Analyst,3,1.1,5.8,30.9,0.7,High,5.5,5.9,0.66,9,6.9,3.6,10
b64ef663-c620-48f8-836b-076b7e54f35f,Writer,4,18,36.1,19.8,6,Medium,9.1,3.5,0.22,2,3.7,5.4,2.74
3f05baac-874f-44de-9b78-95b6282a996f,Analyst,19,18.4,76.1,21.9,9.6,Medium,13.1,9.7,1.72,2,6.4,1.2,3.02
ec2a86b0-a3a2-44c0-bdcc-b1ac7a24d6a8,Writer,20,16.8,39,16.1,0.1,Low,6.2,10.3,3,7,4.4,6.2,6.25
31953ed8-1002-496b-a5fd-518595f8f177,Developer,19,17.1,38.1,15.8,1.6,Medium,6.6,7.8,0.1,9,4.7,4.6,9.07
f549eed4-697e-4432-a26e-fec7c4a0582f,Developer,5,15.1,38.4,14.1,0.3,Medium,1.9,8.2,4.9,6,5.3,6.7,7.52
e172d100-6e72-4117-b176-854b71c9a46d,Writer,9,14.8,34.8,16.2,2.2,Medium,7.1,10,1.06,8,4.9,5,8.79
80a3b414-93ff-4c2b-b74d-5cb87aace60d,Developer,15,20.2,54.8,19.1,2.3,Low,9.7,7.9,1.25,4,6,3.8,8.04
8965311b-23d6-4c53-9583-6c2f0e45cd4b,Analyst,7,8.6,17.5,27.2,1.7,High,2.8,7.7,3.63,6,4.2,3.4,10
df1d1588-6b36-42d6-8d8f-7c3df3b50d8b,Designer,2,19.5,49.6,11.4,1.6,Low,7,14.8,1.78,2,5.4,7.7,1.42
dc6121cd-a374-401c-919a-2d0ee32f262e,Designer,4,3.7,8.5,28.1,0.3,Medium,1,5,3.21,9,6.7,6.3,7.82
3ad59f0f-13d3-4593-ab98-c30161c9ba79,Marketer,2,6.6,18.3,33.7,2.8,Low,7.5,9.8,2.64,4,4.9,4,7.87
a427d71b-0ef2-43cf-b0d7-eaa8b8460bc7,Designer,1,1.5,2.6,30.7,1.5,High,2.9,7.5,0.1,3,5.5,4.2,10
2991e105-c4b1-48cc-97ef-e147efdbbb42,Designer,15,7.4,13.9,20.8,2,Low,3.4,8.5,3.19,10,4.9,8.1,4.85
9a38ccda-ac60-482d-afb7-e8f50992a0f1,Analyst,18,7.5,14,37,1.3,Low,5.9,12.6,0.56,3,5.2,3.4,8.32
8fefe4d0-69b3-41d4-9fbe-e6346cc9855e,Designer,2,11.9,28.2,21.1,0.6,Medium,4.4,5.3,5.55,7,5.4,5.2,8.64
42305e9b-e6e3-4c47-9cbb-c91229ee9be0,Manager,9,2.4,7.2,26.6,1.9,High,23.4,15.8,3.23,8,1,1,10
9294ed26-0147-4079-af93-753fb3a6532e,Designer,16,6.3,23.9,16.1,1.1,Medium,3.7,7.9,3.53,5,6.3,8,6.57
8dd67bfd-60b2-4eb8-8ece-c89430045686,Marketer,5,13.5,41,14.8,1.8,High,5.8,8.6,2.21,8,3.1,4.5,10
131108e9-a40e-4271-bb73-8d4c19a4c4a2,Writer,18,17,44.7,27.3,2.2,High,1,4.3,3.37,2,6.4,1.7,10
d64af2fa-c05d-4af1-bec5-d0f0ad1f9280,Writer,19,10.7,23.5,23.5,4.1,Low,2.8,7.3,0.1,1,5.5,6.8,5.82
db2be263-148c-4279-af2a-9634069838b6,Developer,1,20.5,48,14.9,2,Low,5.3,9.3,3.78,9,3.3,5.8,6.54
db1cdaf5-4e6e-4f3c-a510-62002b061d0f,Designer,17,5.5,8.9,29.4,3.9,Medium,2.9,7.2,1.39,8,5.2,5.1,8.72
e7197ca2-4a19-4b69-a9e3-1d1eb06ca5f0,Developer,15,11.7,36.9,14.9,2.6,Low,1,6.7,0.83,9,5.7,9.1,4.11
86ebaf39-0478-48db-806b-c1b0087d4c87,Analyst,20,18.5,52.5,11.5,0.3,Low,1,3.2,3.88,4,4.6,8.2,4.76
e61afd32-0999-46ef-a142-ee82ef486f3b,Writer,13,17.4,46.4,19.7,1,Low,2,4.6,1.25,5,4.7,6.2,6.25
4e8bb403-be88-47c9-b08b-fe46b69663e4,Marketer,19,13.5,38.6,26.6,1.9,High,8,9.3,1.21,9,5,1,10
14e822fe-2613-478e-935d-5a6d9a218afb,Writer,4,23.8,53.2,11,2,Medium,7.3,7.4,3.54,10,4,4,9.53
5c77797f-6794-4315-aa33-5c935ba21cce,Marketer,15,3.2,8.2,32.2,2.7,Medium,10.9,11.3,2.95,5,2.4,2.9,10
78ce955a-a4bf-4872-b5e9-387126f570fa,Manager,10,8.4,16.9,34.6,1.8,Low,22.3,12.2,0.1,10,2.3,1,10
cfbaa4c6-9ed9-4223-a6fb-16ec1baa478c,Writer,9,10.4,24,15.1,4.7,Low,6.7,4.9,2,7,3.7,8,4.93
57573ea9-fdfc-4051-9011-bda0ea8ac0f5,Manager,16,7.1,15.8,21.5,1,Low,15.1,13,3.28,1,4.1,5.1,7.07
52150160-395b-4e69-a121-b4bd09b35aae,Analyst,8,7.3,17.3,28.7,4.2,Low,1,8.8,3.07,1,6.9,6.8,5.82
37d2ab2b-aba6-41fa-a60c-653fddd600a3,Analyst,6,13,34.4,24,1.4,High,2.7,7.6,2.37,8,7.3,3.1,10
69fb3a2c-22a5-4e56-ade9-541ffd50de0e,Developer,17,21.2,46,19.3,1.4,Medium,9,10.6,4.34,6,5.7,2.1,10
dea7ddbc-b47e-4187-9c14-f7e30276831b,Manager,13,4.8,11.3,23.6,1.3,Low,17.5,11.8,3.45,7,2.9,4.5,7.5
9055cb91-9494-4f27-9086-103142b1c875,Manager,6,8.4,18.1,26.6,2,High,14.8,14.1,4.33,8,3.1,1,10
dc224397-bee5-4ff9-b372-46dc6b2f09a1,Analyst,13,9.9,23.3,27,0.9,Medium,1,4.3,3.45,4,6.8,5,8.77
bf227309-9894-45ba-a36c-beec81c388b3,Developer,16,22.7,58.1,24.4,1.9,Low,5.9,4.1,1.88,8,5.1,2.8,8.78
ea32386a-126c-430a-a26b-7c8006e29e6e,Designer,6,5.1,6.4,25.2,1,High,4.8,8.9,1.11,5,4.4,4.2,10
e7db3077-2d85-49c9-bd04-1764b86da767,Marketer,10,23,64,32.2,6,Low,1.5,19.8,3.99,9,4.2,7.7,2.86
47c1333e-1313-4deb-8e7e-29cfbde94b4b,Developer,12,13.3,32.2,17.1,1.4,Low,8.9,11.6,1.74,1,4.3,6.2,6.26
3d72d4b6-524d-4b60-963c-c3dc5a053a81,Analyst,20,7.5,18,23.3,2.2,High,6.4,6.8,1.48,7,5.6,3.7,10
4b91f1f2-2d5b-4200-9d3f-3ae7ed4aa3d6,Developer,8,7.2,19.7,18.6,1.9,Low,7.7,11.7,0.1,7,4.1,7.6,5.21
a26f3339-341d-46d3-bbf0-98419e9fced6,Developer,1,16.1,38.1,10.3,2.9,High,7.9,8.6,2.51,5,4.6,4.4,10
8e59c9d0-390b-4c16-a7f8-0b4a3b3da1f6,Developer,11,21.6,47.8,12.2,0.7,Medium,4.7,8.4,5.44,7,5.1,4.9,8.86
66297601-33a7-47af-8317-26c799f780f3,Developer,10,22.1,56.4,11,1.4,Low,7.7,8.4,3.37,9,5.9,5.8,6.55
32619a70-72fb-4b8d-bd16-38952cb19e9a,Designer,3,3.5,5.9,32.8,3.3,High,1.6,7.5,2.76,9,4.5,3.5,10
