Employee Id,Role,Experience Years ,Ai Tool Usage Hours Per Week,Tasks Automated Percent,Manual Work Hours Per Week,Learning Time Hours Per Week,Deadline Pressure Level,Meeting Hours Per Week,Collaboration Hours Per Week,Error Rate Percent,Task Complexity Score,Focus Hours Per Day,Work Life Balance Score,Burnout Risk Score,Efficiency Leverage,Deep Work Balance,Learning Zone,Employee Health Personal,Sustainability Rating,Performance Sustainability Index,Burnout Level,Experience range,AI Leverage,Employee Persona,Future Risk,Risk Category Column
0c58bd79-cd94-4d62-983b-d7cafaa8d326,Marketer,17,14.6,44.5,10.0,0.40,High,2.4,5.50,2.01,1.00,7.30,6.20,9.52,3.05,28.60,Risk,Risky,3.92,32.02,High,16-20,High AI,Toxic High Performer,3.22,Monitor
a246ca8f-e367-47cf-90c8-02b2374f1b7b,Analyst,15,16.4,46.0,22.1,1.80,High,3.5,7.20,3.08,9.00,3.70,2.50,10.00,2.80,7.80,Risk,Risky,3.18,28.05,High,12-16,High AI,Toxic High Performer,1.87,Stable
3d7524b9-2c8b-4610-a0a9-36e5f883a5af,Developer,17,13.0,25.5,19.7,4.80,Medium,5.5,8.60,0.37,4.00,5.80,4.90,8.84,1.96,14.90,Stable,Hardworking,3.14,22.19,High,16-20,High AI,Struggler,2.60,Stable
684f7f3c-7436-4ad4-a456-cce7f69610b3,Designer,15,2.7,3.6,17.7,0.80,Low,2.4,3.60,1.11,4.00,4.70,10.00,3.37,1.33,17.50,Risk,Developing,2.82,39.56,Low,12-16,Low AI,Steady Worker,5.52,Critical
99ed2e4d-20d7-4832-ba2b-268505ce70dc,Marketer,5,8.7,12.6,16.7,1.30,High,4.4,8.50,0.58,4.00,4.70,5.60,9.99,1.45,10.60,Risk,Hardworking,1.19,14.50,High,4-8,Medium AI,Struggler,2.26,Stable
f8ec660a-a427-4666-8979-d106621970fa,Designer,2,12.2,60.4,22.9,9.00,High,8.7,17.00,0.93,3.00,1.50,2.00,8.12,4.95,-18.20,Growth,Efficient,8.31,60.97,High,0-4,High AI,Toxic High Performer,3.14,Monitor
17520548-28f7-426d-97d2-535f9d1ef492,Analyst,10,9.3,26.4,25.0,1.50,Medium,5.1,7.60,3.95,3.00,5.70,4.60,9.06,2.84,15.80,Risk,Hardworking,1.95,31.33,High,8-12,Medium AI,Struggler,2.80,Stable
53bfc5f5-e5e6-4f2a-9213-beeff321eddf,Writer,14,15.1,39.7,21.6,2.60,Low,1.0,4.30,2.98,4.00,6.00,6.60,5.96,2.63,24.70,Stable,Developing,7.85,44.11,Moderate,12-16,High AI,Star Performer,4.24,Monitor
da6ff5bd-37d8-4382-9cce-ffcef37cc1ed,Designer,15,6.2,16.4,25.1,4.00,High,2.1,6.50,0.10,7.00,4.60,4.60,10.00,2.65,14.40,Stable,Hardworking,1.62,26.45,High,12-16,Medium AI,Struggler,2.44,Stable
50f29457-a976-4e63-9040-76694b2b24e3,Designer,10,5.9,40.9,17.4,6.10,Low,13.5,12.30,4.81,4.00,3.60,8.50,1.71,6.93,-7.80,Growth,Risky,72.59,405.39,Low,8-12,Medium AI,Toxic High Performer,7.81,Critical
a34ad4e5-e632-4bd4-aacd-19cbd81ee9b5,Designer,8,1.1,9.7,26.3,0.70,Medium,7.4,8.80,2.54,4.00,4.50,5.80,8.19,8.82,6.30,Risk,Hardworking,1.08,107.67,High,4-8,Low AI,Struggler,5.81,Critical
d2f7be1b-880b-4012-a8f7-bdb56219c929,Developer,10,14.9,29.9,29.3,3.40,Medium,4.6,10.00,0.55,5.00,5.40,2.30,10.00,2.01,12.40,Stable,Hardworking,2.83,20.07,High,8-12,High AI,Struggler,1.49,Stable
75f085cf-4b44-4e6a-b1c0-fabe0e463e4c,Marketer,8,5.8,16.5,24.0,1.50,High,5.1,8.10,3.90,10.00,4.10,4.30,10.00,2.84,7.30,Risk,Hardworking,1.01,28.45,High,4-8,Medium AI,Struggler,2.43,Stable
e64009e5-94f4-448c-89af-27e22598a16d,Marketer,10,9.4,30.8,16.5,2.30,Low,6.4,8.40,0.95,9.00,5.40,7.90,4.99,3.28,12.20,Stable,Developing,11.19,65.66,Low,8-12,Medium AI,Steady Worker,5.18,Critical
d67ace0d-3870-4da4-9892-a2cc8b8af125,Developer,15,14.3,32.6,10.0,0.60,Low,8.0,8.50,2.84,8.00,2.80,7.90,4.99,2.28,-2.50,Risk,Developing,9.37,45.69,Low,12-16,High AI,Steady Worker,4.78,Monitor
4be4fb7c-3a94-4838-aee9-5cd97de6c38d,Developer,19,17.2,36.8,23.8,1.50,High,4.1,7.20,3.62,5.00,5.40,1.70,10.00,2.14,15.70,Risk,Hardworking,2.35,21.40,High,16-20,High AI,Toxic High Performer,1.37,Stable
3953e7fc-b359-4905-b400-fe53b5c8e70a,Manager,18,6.5,14.9,23.2,0.80,Low,21.4,19.50,4.04,9.00,1.60,3.20,8.47,2.29,-32.90,Risk,Hardworking,1.24,27.06,High,16-20,Medium AI,Struggler,2.34,Stable
62cbab97-baf7-4ea7-972c-73752356207b,Marketer,5,12.1,36.6,24.5,2.30,High,4.4,8.50,2.93,4.00,5.50,2.80,10.00,3.02,14.60,Stable,Hardworking,2.59,30.25,High,4-8,High AI,Toxic High Performer,2.05,Stable
20672758-d9fc-4245-9527-241f71f4f804,Developer,3,26.3,70.3,13.3,3.50,High,2.3,4.40,3.46,6.00,6.30,2.50,10.00,2.67,24.80,Stable,Risky,4.60,26.73,High,0-4,High AI,Toxic High Performer,1.82,Stable
858102ce-25d1-487d-b885-0de88e2bd543,Analyst,11,8.8,17.7,24.6,1.40,Medium,6.0,5.40,4.25,1.00,4.10,4.60,9.06,2.01,9.10,Risk,Hardworking,1.24,22.20,High,8-12,Medium AI,Struggler,2.47,Stable
73e769b1-a7a3-421a-9c6d-d022c8d0d7aa,Designer,6,4.4,11.0,21.5,1.50,High,3.6,8.80,0.27,8.00,5.70,5.60,9.97,2.50,16.10,Risk,Hardworking,1.08,25.08,High,4-8,Low AI,Struggler,2.69,Stable
7f8cf9a3-6cd3-4cf5-92bf-06aef673852e,Analyst,3,15.3,38.9,15.5,1.40,High,7.4,8.40,3.09,1.00,3.70,3.40,10.00,2.54,2.70,Risk,Hardworking,2.69,25.42,High,0-4,High AI,Toxic High Performer,2.04,Stable
53b4cf67-0818-4e9f-8be0-f944239ce672,Designer,19,11.4,42.2,29.9,3.30,Medium,1.2,16.40,1.47,2.00,2.00,5.70,4.41,3.70,-7.60,Stable,Efficient,18.51,83.94,Low,16-20,Medium AI,Star Performer,4.87,Critical
1f0f74ee-82cb-4a28-ac72-8cf63aedf1de,Analyst,7,13.5,29.3,23.7,2.60,Low,1.3,4.50,4.51,3.00,6.60,6.40,6.11,2.17,27.20,Stable,Developing,4.31,35.52,Moderate,4-8,High AI,Struggler,3.96,Monitor
59d1aa9e-b2f1-40d8-a922-41036f14a832,Manager,17,3.6,7.7,35.4,3.10,High,11.7,12.10,1.74,10.00,3.60,1.00,10.00,2.14,-5.80,Stable,Hardworking,0.64,21.39,High,16-20,Low AI,Struggler,1.16,Stable
81f76e1e-f070-4ea2-82aa-c55a319416ac,Developer,2,11.5,30.2,28.2,7.10,High,1.6,7.70,0.10,9.00,5.70,2.70,10.00,2.63,19.20,Growth,Hardworking,2.99,26.26,High,0-4,Medium AI,Struggler,1.86,Stable
92050bd4-07cf-4214-a6d4-6a8f0fa8d268,Manager,1,2.7,6.6,21.1,3.50,Low,17.5,11.50,0.10,5.00,1.70,5.70,6.63,2.44,-20.50,Stable,Developing,1.49,36.87,Moderate,0-4,Low AI,Steady Worker,3.70,Monitor
76a6acc6-20b5-4b21-8f39-4a38306fb2b4,Writer,11,7.5,1.6,19.8,8.80,High,5.3,12.50,2.13,2.00,2.60,5.10,1.50,0.21,-4.80,Growth,Developing,5.60,14.22,Low,8-12,Medium AI,Steady Worker,4.17,Monitor
267a640a-1814-4442-94ae-7895c6b20e6c,Marketer,20,16.5,46.8,16.2,9.70,Low,5.1,10.80,4.46,3.00,6.00,9.30,1.34,2.84,14.10,Overload,Risky,144.39,211.67,Low,16-20,High AI,Toxic High Performer,6.52,Critical
894799ee-c5c6-4927-96b9-a150cf61d9fe,Developer,18,19.4,51.5,10.0,2.10,Low,1.7,2.80,0.47,2.00,6.80,8.20,4.77,2.65,29.50,Stable,Efficient,21.57,55.65,Low,16-20,High AI,Star Performer,5.09,Critical
5b9dbd76-ea2d-4f48-8532-47664519905a,Developer,6,11.5,26.3,17.9,2.50,Medium,8.0,6.60,1.86,3.00,5.80,5.20,8.64,2.29,14.40,Stable,Hardworking,2.87,26.47,High,4-8,Medium AI,Struggler,2.88,Stable
4f9d4bf4-a174-406d-b0f3-8d908f2d9b41,Developer,13,12.3,28.5,22.3,1.30,Low,4.3,7.50,0.73,5.00,4.90,6.30,6.18,2.32,12.70,Risk,Developing,6.92,37.49,Moderate,12-16,High AI,Steady Worker,3.96,Monitor
94b83c2a-7ebe-404c-8f05-e6868834f665,Developer,14,11.2,43.7,21.0,1.70,Low,8.2,5.80,3.99,7.00,3.90,5.90,6.47,3.90,5.50,Risk,Risky,6.27,60.31,Moderate,12-16,Medium AI,Toxic High Performer,4.39,Monitor
4c1bb9e3-ccd7-4c8b-bd7a-6f565b3dc3ba,Writer,7,13.8,58.7,14.1,1.90,Low,5.3,17.80,3.25,6.00,1.60,6.40,2.11,4.25,-15.10,Risk,Risky,89.00,201.59,Low,4-8,High AI,Toxic High Performer,5.99,Critical
92e02516-dc9c-4894-873d-4342a4dbb417,Developer,20,15.5,39.4,19.9,1.50,Low,5.3,4.30,0.10,1.00,5.50,5.80,6.54,2.54,17.90,Risk,Developing,9.12,38.87,Moderate,16-20,High AI,Star Performer,3.79,Monitor
8f81657c-0243-4012-9682-80cf23459645,Developer,3,17.8,34.2,17.6,2.10,Low,6.2,6.70,5.03,10.00,4.90,5.60,6.70,1.92,11.60,Stable,Developing,3.79,28.68,Moderate,0-4,High AI,Struggler,3.44,Monitor
dd3fc53e-86f2-4677-957d-0a3b04b1f3e3,Designer,2,2.5,0.0,31.8,0.80,Medium,4.1,12.00,1.19,6.00,3.90,4.90,8.85,0.00,3.40,Risk,Hardworking,0.00,0.00,High,0-4,Low AI,Struggler,1.82,Stable
cfae2ea8-df81-4318-ad8a-8bf41284ce65,Analyst,19,4.6,12.2,23.8,6.30,Low,1.0,7.10,0.10,3.00,6.60,8.60,4.46,2.65,24.90,Growth,Developing,6.07,59.47,Low,16-20,Low AI,Steady Worker,5.30,Critical
426f50f0-7934-486b-8e45-197b85a1b8a6,Designer,18,4.3,4.6,32.9,0.50,Medium,6.0,6.80,3.44,8.00,5.80,3.70,9.74,1.07,16.20,Risk,Hardworking,0.32,10.98,High,16-20,Low AI,Struggler,1.62,Stable
03479fa4-74cc-41bd-a408-87272fa0727e,Designer,4,6.3,19.0,27.4,2.80,High,4.8,9.10,1.69,7.00,4.30,3.40,10.00,3.02,7.60,Stable,Hardworking,1.58,30.16,High,0-4,Medium AI,Struggler,2.23,Stable
58dca727-4513-4114-ae7c-6925a22be8f3,Writer,6,13.3,37.9,20.0,4.50,Low,4.8,7.20,1.94,5.00,4.10,6.50,6.04,2.85,8.50,Stable,Developing,8.37,47.18,Moderate,4-8,High AI,Star Performer,4.28,Monitor
47d900be-3268-4e36-b39f-dcc57de60bfe,Developer,13,8.3,14.5,29.3,1.00,Low,4.0,6.90,3.62,1.00,4.40,5.60,6.70,1.75,11.10,Risk,Developing,2.06,26.07,Moderate,12-16,Medium AI,Struggler,3.37,Monitor
de717869-3b43-4c98-9c3a-467b56846d34,Analyst,16,0.2,34.2,38.6,5.00,Medium,17.3,3.40,3.27,8.00,6.70,7.40,1.95,171.00,12.80,Stable,Developing,60.53,"8,769.23",Low,12-16,Low AI,Struggler,73.04,Critical
e5f3da71-44cf-487d-a855-76ffaddfba7b,Marketer,14,13.0,25.7,32.1,5.00,Medium,11.9,1.80,1.74,6.00,1.30,1.30,3.13,1.98,-7.20,Stable,Developing,21.67,63.16,Low,12-16,High AI,Steady Worker,3.24,Monitor
2419b823-da48-442b-9642-fb4ac3219179,Marketer,20,7.9,27.3,19.4,2.80,Medium,7.0,9.70,0.37,7.00,4.00,5.90,8.11,3.46,3.30,Stable,Hardworking,4.00,42.61,High,16-20,Medium AI,Struggler,3.72,Monitor
9c5eca24-e126-441f-875c-726e7c00e0a4,Designer,11,6.8,17.6,17.2,1.70,Low,10.5,10.70,4.19,8.00,3.20,7.40,5.37,2.59,-5.20,Risk,Developing,3.55,48.20,Moderate,8-12,Medium AI,Struggler,4.64,Monitor
1da61b27-e024-45e0-8e0a-c43baf5243d5,Developer,18,18.0,36.3,21.5,2.20,Medium,5.1,7.40,1.44,10.00,4.50,3.40,9.98,2.02,10.00,Stable,Hardworking,3.12,20.21,High,16-20,High AI,Toxic High Performer,1.83,Stable
0be919cc-6f36-415b-afb8-7a0d6cc8c958,Analyst,11,12.1,34.2,25.2,2.10,High,8.7,8.00,0.10,7.00,4.20,1.50,10.00,2.83,4.30,Stable,Hardworking,3.39,28.26,High,8-12,High AI,Struggler,1.58,Stable
6172eb65-9ed1-4b02-9856-cd855ed983a1,Marketer,12,14.3,33.0,10.6,3.30,Medium,1.3,17.60,4.10,7.00,4.00,4.90,6.48,2.31,1.10,Stable,Developing,4.64,35.61,Moderate,8-12,High AI,Struggler,3.45,Monitor
8c01386a-f82e-47c1-bde3-36abec162171,Designer,17,9.7,29.6,16.9,1.40,Medium,5.3,9.60,1.06,7.00,5.20,6.50,7.66,3.05,11.10,Risk,Hardworking,4.51,39.84,Moderate,16-20,Medium AI,Steady Worker,3.87,Monitor
4d94be17-097c-45ba-8ed8-6c58325237d4,Analyst,3,13.5,33.8,24.9,0.10,High,3.0,5.90,5.71,7.00,5.40,2.70,10.00,2.50,18.10,Risk,Hardworking,1.45,25.04,High,0-4,High AI,Struggler,1.81,Stable
b995e995-e6f9-4f0d-bd18-279113c3977f,Developer,11,29.0,68.7,10.0,4.20,Medium,1.8,7.30,2.77,7.00,5.30,4.30,9.30,2.37,17.40,Stable,Risky,5.74,25.47,High,8-12,High AI,Toxic High Performer,2.45,Stable
f1043a4d-64f5-4b0b-8aba-504df1c20d59,Analyst,2,17.9,75.7,18.1,2.80,Others,19.2,16.50,0.79,7.00,1.60,8.80,8.87,4.23,-27.70,Stable,Efficient,8.86,47.68,High,0-4,High AI,Toxic High Performer,4.67,Monitor
c03975fd-b1ab-4ea5-8d10-08a5cc219c3d,Developer,18,18.1,45.9,16.8,1.60,High,5.4,8.80,4.27,3.00,5.40,2.90,10.00,2.54,12.80,Risk,Risky,2.63,25.36,High,16-20,High AI,Toxic High Performer,1.88,Stable
cceb0059-81e2-47d8-b177-c1d8129c099d,Designer,17,8.1,15.3,20.7,0.90,High,4.2,11.10,3.45,7.00,6.00,4.80,10.00,1.89,14.70,Risk,Hardworking,1.00,18.89,High,16-20,Medium AI,Struggler,2.20,Stable
83d87749-0798-4af6-9d0d-2f23aefc4c4c,Manager,16,4.1,16.9,20.3,1.70,High,6.0,9.70,3.41,3.00,5.30,5.40,10.00,4.12,10.80,Risk,Hardworking,1.11,41.22,High,12-16,Low AI,Struggler,3.27,Monitor
60d1c37f-05cd-44b6-9c09-159f5473ec98,Developer,7,9.3,28.0,17.9,1.80,Low,5.1,7.60,0.10,9.00,5.40,7.90,4.99,3.01,14.30,Risk,Developing,11.13,60.34,Low,4-8,Medium AI,Steady Worker,5.08,Critical
3f7b36f8-15ef-43d7-b637-26ee314a6f3f,Analyst,9,6.2,15.8,20.9,0.90,Low,1.0,7.00,4.44,5.00,5.00,9.00,4.19,2.55,17.00,Risk,Developing,5.00,60.82,Low,8-12,Medium AI,Struggler,5.46,Critical
795d3b03-f05b-4042-880d-cb1193491781,Marketer,8,4.8,15.7,32.1,2.30,Medium,4.7,6.90,3.30,2.00,5.00,4.10,9.45,3.27,13.40,Stable,Hardworking,1.18,34.61,High,4-8,Low AI,Struggler,2.70,Stable
7cc708c0-6b7e-4a51-99f9-9841a3443853,Developer,5,11.7,35.1,37.1,3.90,High,18.2,17.30,1.23,9.00,5.80,3.10,6.29,3.00,-6.50,Stable,Developing,7.78,47.69,Moderate,4-8,Medium AI,Star Performer,3.24,Monitor
af1fccd8-43fd-40cc-bf2b-2c36cf19228e,Designer,9,3.4,12.3,32.7,1.30,Medium,4.9,9.70,0.10,2.00,5.30,4.20,9.36,3.62,11.90,Risk,Hardworking,1.39,38.65,High,8-12,Low AI,Struggler,2.90,Stable
7af83419-66e4-404e-ae55-aea9ba1b5a88,Analyst,7,11.9,26.0,25.2,3.30,High,7.5,8.20,3.81,6.00,3.80,1.80,10.00,2.18,3.30,Stable,Hardworking,1.61,21.85,High,4-8,Medium AI,Struggler,1.41,Stable
22b8e253-10a7-49e5-842e-19804aaa21c2,Analyst,3,13.2,30.5,11.8,1.60,Low,4.9,8.10,5.24,8.00,5.20,8.50,4.54,2.31,13.00,Risk,Developing,7.04,50.89,Low,0-4,High AI,Struggler,5.11,Critical
744f5736-f115-460b-8e1b-2a2d5244696b,Developer,10,12.7,30.4,21.6,2.90,Medium,7.3,8.50,0.10,6.00,5.20,4.10,9.45,2.39,10.20,Stable,Hardworking,3.37,25.33,High,8-12,High AI,Struggler,2.35,Stable
5a2a02a7-c119-429e-9c7e-55b070dd166d,Marketer,3,22.4,57.0,13.7,1.00,Low,1.2,4.50,3.23,8.00,4.80,6.70,5.89,2.54,18.30,Risk,Risky,11.12,43.20,Moderate,0-4,High AI,Toxic High Performer,4.26,Monitor
d4adb2b6-28af-4dd9-82b0-45cb0fb62faa,Analyst,5,5.9,12.3,21.3,0.60,High,8.4,9.00,1.98,10.00,2.60,4.10,10.00,2.08,-4.40,Risk,Hardworking,0.99,20.85,High,4-8,Medium AI,Struggler,2.06,Stable
e8a39f23-138c-47de-961c-ba1c50b6992c,Designer,1,3.3,5.8,28.2,5.90,High,7.4,13.00,0.10,4.00,3.80,3.30,10.00,1.76,-1.40,Growth,Hardworking,0.57,17.58,High,0-4,Low AI,Struggler,1.69,Stable
6ef3c78d-920b-4b62-afad-ea1b37f086ec,Writer,17,11.5,25.9,27.0,1.40,Low,5.2,7.10,4.08,8.00,4.00,5.10,7.07,2.25,7.70,Risk,Hardworking,3.07,31.86,Moderate,16-20,Medium AI,Struggler,3.31,Monitor
19236658-e002-4815-804a-092d34569507,Analyst,18,13.3,29.5,22.3,1.40,High,1.8,5.30,0.10,4.00,4.70,3.60,10.00,2.22,16.40,Risk,Hardworking,2.92,22.18,High,16-20,High AI,Struggler,1.97,Stable
fa97f58e-f119-47db-9235-b2a008a7193b,Analyst,13,9.5,23.9,22.0,0.90,Low,1.0,5.30,4.08,7.00,6.60,7.90,5.00,2.52,26.70,Risk,Developing,5.66,50.32,Moderate,12-16,Medium AI,Struggler,4.88,Critical
7da7a585-4751-416b-b5ea-bc7919705b51,Analyst,5,12.4,21.3,27.6,3.40,Low,2.2,8.80,3.25,2.00,4.60,5.40,6.83,1.72,12.00,Stable,Developing,3.08,25.15,Moderate,4-8,High AI,Struggler,3.26,Monitor
8eadbfc6-f14d-4436-b3a7-1fe8eb2d8f37,Marketer,19,11.6,30.3,16.1,2.50,Low,6.5,9.60,2.43,9.00,4.30,7.40,5.35,2.61,5.40,Stable,Developing,8.01,48.82,Moderate,16-20,Medium AI,Steady Worker,4.66,Monitor
7ff554e2-3f90-4319-95ae-d3acdfabaaf7,Analyst,17,7.5,20.2,34.4,1.70,Medium,3.2,8.20,3.09,8.00,2.90,3.20,10.00,2.69,3.10,Risk,Hardworking,1.40,26.93,High,16-20,Medium AI,Struggler,2.04,Stable
0d4b3684-88fb-4d10-906a-32801665f5c0,Analyst,11,13.6,39.6,10.4,0.90,Medium,9.9,12.20,2.63,2.00,3.20,6.00,8.03,2.91,-6.10,Risk,Hardworking,4.53,36.26,High,8-12,High AI,Toxic High Performer,3.56,Monitor
2f4294b5-f3be-4b79-ae8f-53717f6fa894,Manager,18,1.3,4.7,28.6,2.90,Low,13.0,10.80,3.04,3.00,2.40,5.30,6.92,3.62,-11.80,Stable,Developing,0.68,52.25,Moderate,16-20,Low AI,Struggler,3.96,Monitor
bc01e425-ec61-4f65-a9df-dbf97ab0f521,Marketer,9,14.5,54.2,16.2,1.70,Medium,19.4,8.70,4.44,5.00,7.50,2.70,8.30,3.74,9.40,Risk,Risky,4.37,45.04,High,8-12,High AI,Toxic High Performer,2.82,Stable
3ef2a82c-e15f-4dc0-bc0f-95907d19cdaa,Analyst,8,12.3,29.8,21.8,1.50,Medium,2.1,4.90,4.34,7.00,5.00,5.40,8.47,2.42,18.00,Risk,Hardworking,2.35,28.60,High,4-8,High AI,Struggler,3.05,Monitor
69fd87b9-1af6-45a2-aecd-f4849cdb048f,Developer,14,19.1,49.0,14.6,1.80,High,1.0,5.60,0.55,7.00,5.20,4.30,10.00,2.57,19.40,Risk,Efficient,4.63,25.65,High,12-16,High AI,Toxic High Performer,2.32,Stable
ef7b4c65-f1ae-41f3-a909-b14e7412d7c2,Developer,8,21.6,53.6,12.5,1.20,Low,1.0,6.40,3.16,1.00,4.90,7.20,5.51,2.48,17.10,Risk,Risky,12.08,45.04,Moderate,4-8,High AI,Toxic High Performer,4.50,Monitor
bb6ca716-22c2-4835-8526-553945373715,Developer,17,15.4,42.0,21.5,1.30,High,1.0,7.80,3.53,5.00,5.50,3.50,10.00,2.73,18.70,Risk,Risky,2.72,27.27,High,16-20,High AI,Toxic High Performer,2.14,Stable
d0c7fee9-f87f-4fe8-96a5-146fdfe0e885,Developer,9,8.2,20.7,33.4,1.20,Medium,4.9,7.30,3.23,3.00,5.00,2.90,10.00,2.52,12.80,Risk,Hardworking,1.40,25.24,High,8-12,Medium AI,Struggler,1.88,Stable
5ccf5474-ff4d-4540-9288-306504abb2eb,Designer,13,6.0,12.9,31.2,4.70,High,1.6,6.00,0.10,2.00,5.00,3.30,10.00,2.15,17.40,Stable,Hardworking,1.28,21.50,High,12-16,Medium AI,Struggler,1.85,Stable
05fc6ea8-c887-428e-997c-518246c856be,Analyst,15,11.4,34.2,16.9,2.70,High,8.2,9.10,3.29,7.00,5.70,3.90,10.00,3.00,11.20,Stable,Hardworking,2.29,30.00,High,12-16,Medium AI,Struggler,2.37,Stable
30842671-0bd2-4164-a5fd-a99f36fb4c20,Writer,13,17.0,46.6,10.0,2.70,Medium,1.7,6.40,4.10,7.00,5.90,7.30,7.07,2.74,21.40,Stable,Risky,5.50,38.77,Moderate,12-16,High AI,Toxic High Performer,4.17,Monitor
a5c62afe-12aa-4e9e-9eef-3857938d5616,Manager,7,3.4,8.4,28.5,1.20,Medium,16.7,13.90,3.30,7.00,3.90,2.40,10.00,2.47,-11.10,Risk,Hardworking,0.56,24.71,High,4-8,Low AI,Struggler,1.71,Stable
4930a1f5-12ac-4d6d-a130-a64180dce0f4,Designer,3,10.4,29.8,30.4,2.30,High,1.9,2.10,4.05,5.00,5.90,2.30,10.00,2.87,25.50,Stable,Hardworking,1.77,28.65,High,0-4,Medium AI,Struggler,1.84,Stable
f2ae5d9f-c33e-44e3-aaab-5c0a5e08f237,Marketer,13,12.6,24.0,13.5,3.00,Low,5.2,8.50,1.34,4.00,4.10,8.20,4.78,1.90,6.80,Stable,Developing,9.10,39.85,Low,12-16,High AI,Steady Worker,4.79,Monitor
ebbd0510-f1d7-481a-98f2-9d2e2e09d8c7,Others,7,10.1,48.9,22.1,8.60,Medium,12.1,11.20,3.70,10.00,5.30,6.10,5.65,4.84,3.20,Growth,Risky,9.65,85.69,Moderate,4-8,Medium AI,Toxic High Performer,5.07,Critical
7eb615cf-1cf2-4104-bd05-78c905db6a8c,Writer,16,26.6,64.2,10.0,2.60,High,3.8,4.50,1.67,2.00,5.90,2.90,10.00,2.41,21.20,Stable,Efficient,5.35,24.14,High,12-16,High AI,Toxic High Performer,1.84,Stable
ce8beacf-6ddd-457a-b6ca-15f1f117aadc,Marketer,20,22.7,10.1,18.0,7.90,High,16.6,10.50,3.88,7.00,6.90,2.70,8.57,0.44,7.40,Growth,Hardworking,0.84,5.19,High,16-20,High AI,Struggler,1.42,Stable
3c080fa1-ec89-4c44-b5bd-652551c6e18b,Designer,3,20.7,17.9,16.8,2.40,High,8.9,14.70,0.94,2.00,6.80,2.40,7.34,0.86,10.40,Stable,Hardworking,3.01,11.78,Moderate,0-4,High AI,Steady Worker,1.86,Stable
0a6771ec-d519-4d06-a184-c0923c26b63c,Analyst,11,3.0,7.6,37.6,1.20,Medium,2.0,5.10,0.10,10.00,5.80,3.80,9.66,2.53,21.90,Risk,Hardworking,0.81,26.22,High,8-12,Low AI,Struggler,2.26,Stable
63b3d818-bd8b-4ec4-a65e-a89973346e38,Developer,14,18.8,13.8,14.9,7.10,High,5.6,10.90,3.39,9.00,5.20,1.60,2.26,0.73,9.50,Growth,Developing,17.86,32.48,Low,12-16,High AI,Struggler,3.10,Monitor
b88c6dd3-39a6-4220-9d1a-c767bc8ce616,Developer,10,13.5,33.3,16.2,1.00,Medium,2.2,8.90,0.85,6.00,6.10,6.50,7.66,2.47,19.40,Risk,Hardworking,5.19,32.20,Moderate,8-12,High AI,Steady Worker,3.64,Monitor
b5cabe12-c407-43e7-90e5-a69e4ef457f2,Analyst,15,6.7,10.4,26.2,1.30,Low,5.5,6.30,4.10,2.00,5.60,6.40,6.10,1.55,16.20,Risk,Developing,1.65,25.45,Moderate,12-16,Medium AI,Struggler,3.71,Monitor
c25694ea-30e9-46a5-94ba-d132a6029f06,Analyst,2,12.9,37.6,25.8,7.80,High,5.5,8.50,0.10,5.00,3.30,1.90,10.00,2.91,2.50,Growth,Hardworking,3.72,29.15,High,0-4,High AI,Toxic High Performer,1.74,Stable
f55db679-4937-4746-a29e-3815b42d7d2f,Developer,9,17.4,49.4,16.3,3.50,Medium,1.0,5.40,3.55,1.00,4.60,5.80,8.18,2.84,16.60,Stable,Risky,4.76,34.71,High,8-12,High AI,Toxic High Performer,3.42,Monitor
aeb32f3a-4431-4291-bfa7-3359d5bf3c27,Marketer,13,18.8,11.9,11.1,0.90,Others,5.2,4.70,0.24,5.00,6.80,1.10,1.02,0.63,24.10,Risk,Developing,111.63,62.06,Low,12-16,High AI,Steady Worker,3.28,Monitor
7d1ab361-792a-4635-8376-7d3ac82fdee7,Analyst,6,15.6,44.5,11.7,4.10,Medium,1.2,7.90,0.40,7.00,5.90,7.40,7.01,2.85,20.40,Stable,Efficient,8.69,40.69,Moderate,4-8,High AI,Star Performer,4.26,Monitor
6bd641d0-fa88-4f78-9093-026acf4c091f,Analyst,4,10.7,28.8,16.2,1.50,High,3.5,6.20,3.70,3.00,6.20,5.40,10.00,2.69,21.30,Risk,Hardworking,1.81,26.92,High,0-4,Medium AI,Struggler,2.70,Stable
39180325-44ce-4499-ae47-f235f37a8624,Developer,16,16.1,42.3,16.9,2.70,High,3.3,8.80,0.10,6.00,4.10,3.90,10.00,2.63,8.40,Stable,Efficient,4.19,26.27,High,12-16,High AI,Toxic High Performer,2.22,Stable
c56251ac-447d-4cf9-b1fc-3249bf6cdce5,Writer,1,2.6,23.6,24.1,3.60,High,10.7,18.90,4.71,8.00,5.50,4.70,5.68,9.08,-2.10,Stable,Developing,3.87,159.80,Moderate,0-4,Low AI,Struggler,6.34,Critical
60f3807a-f737-450b-9e84-ce8e48642f93,Analyst,8,7.2,20.5,21.3,2.40,High,5.1,6.50,0.10,9.00,5.00,4.60,10.00,2.85,13.40,Stable,Hardworking,2.03,28.47,High,4-8,Medium AI,Struggler,2.52,Stable
